;id;Name;SMILE;Taste;Reference;Note;SMILES_check;Std_SMILES;Parent_SMILES
2257;2372;l-mannitol;O[C@H]([C@@H](O)[C@@H](O)CO)[C@@H](O)CO;Sweet;SuperSweet;none;OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO;OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO;OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
2258;2373;l-mannopyranose;OC[C@H]1[C@H](O)[C@@H](O)[C@@H](O)C(O)O1;Sweet;SuperSweet;none;OC[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O;OC[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O;OC[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
2259;2375;lugduname;O=C(O)CN/C(=N\Cc1c2OCOc2ccc1)/Nc1ccc(C#N)cc1;Sweet;SuperSweet;none;N#Cc1ccc(N/C(=N/Cc2cccc3c2OCO3)NCC(=O)O)cc1;N#Cc1ccc(N/C(=N/Cc2c3OCOc3ccc2)NCC(=O)O)cc1;N#Cc1ccc(N/C(=N/Cc2c3OCOc3ccc2)NCC(=O)O)cc1
2260;2376;maltisorb;O([C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO;OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
2261;2380;maltose_ver2;O([C@H]1[C@H](O)[C@@H](O)C(O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2262;2381;maltose_ver3;O([C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2263;2383;maltose_ver5;O([C@H]1[C@H](O)[C@H](O)[C@@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2264;2384;maltose_ver6;O([C@@H]1[C@@H](O)[C@H](O)[C@@H](O)O[C@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
2265;2385;maltose_ver7;O([C@@H]1[C@@H](O)[C@H](O)[C@H](O)O[C@H]1CO)[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1;Sweet;SuperSweet;none;OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
2266;2386;maltose_ver8;O([C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1CO)C1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1OC(O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2267;2387;maltose_ver9;O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
2268;2390;mogroside iv_ver1;O([C@@H](C(O)(C)C)CC[C@@H](C)[C@@H]1[C@]2(C)[C@](C)([C@@H]3[C@@](C)([C@H](O)C2)[C@H]2C(C(C)(C)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)O4)CC2)=CC3)CC1)[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
2269;2391;mogroside iv_ver2;O(C(C(O)(C)C)CCC(C)C1C2(C)C(C)(C3C(C)(C(O)C2)C2C(C(C)(C)C(OC4C(O)C(O)C(O)C(COC5C(O)C(O)C(O)C(CO)O5)O4)CC2)=CC3)CC1)C1C(OC2C(O)C(O)C(O)C(CO)O2)C(O)C(O)C(CO)O1;Sweet;SuperSweet;none;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C
2270;2392;mogroside iv_ver3;O([C@@H](C(O)(C)C)CCC(C)[C@@H]1[C@]2(C)[C@](C)([C@@H]3[C@@](C)([C@H](O)C2)[C@@H]2C(C(C)(C)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)O4)CC2)=CC3)CC1)[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;CC(CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;CC(CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;CC(CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
2271;2393;mogroside iv_ver4;O([C@@H](C(O)(C)C)CCC(C)[C@H]1[C@]2(C)[C@@](C)([C@H]3[C@](C)(C(O)C2)[C@H]2C(C(C)(C)[C@@H](O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)C(CO[C@H]5C(O)[C@@H](O)[C@H](O)[C@H](CO)O5)O4)CC2)=CC3)CC1)[C@H]1C(O[C@H]2C(O)[C@@H](O)[C@H](O)[C@H](CO)O2)[C@@H](O)[C@H](O)[C@H](CO)O1;Sweet;SuperSweet;none;CC(CC[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O)C(C)(C)O)[C@@H]1CC[C@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5OC(CO[C@@H]6O[C@@H](CO)[C@@H](O)[C@H](O)C6O)[C@@H](O)[C@H](O)[C@@H]5O)C4(C)C)[C@@]3(C)C(O)C[C@]12C;CC(CC[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O)C(C)(C)O)[C@@H]1CC[C@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5OC(CO[C@@H]6O[C@@H](CO)[C@@H](O)[C@H](O)C6O)[C@@H](O)[C@H](O)[C@@H]5O)C4(C)C)[C@@]3(C)C(O)C[C@]12C;CC(CC[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)C1O)C(C)(C)O)[C@@H]1CC[C@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5OC(CO[C@@H]6O[C@@H](CO)[C@@H](O)[C@H](O)C6O)[C@@H](O)[C@H](O)[C@@H]5O)C4(C)C)[C@@]3(C)C(O)C[C@]12C
2272;2394;mogroside iv_ver5;O(C(C(O)(C)C)CCC(C)C1C2(C)C(C)([C@@H]3C(C)(C(O)C2)[C@H]2C(C(C)(C)C(OC4C(O)C(O)C(O)C(COC5C(O)C(O)C(O)C(CO)O5)O4)CC2)=CC3)CC1)C1C(OC2C(O)C(O)C(O)C(CO)O2)C(O)C(O)C(CO)O1;Sweet;SuperSweet;none;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)[C@H]3CC=C4[C@@H](CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)[C@H]3CC=C4[C@@H](CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C;CC(CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)[C@H]3CC=C4[C@@H](CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C
2273;2395;mogroside iv_ver6;O([C@@H](C(O)(C)C)CC[C@@H](C)[C@@H]1[C@]2(C)[C@](C)([C@H]3[C@@](C)([C@H](O)C2)[C@H]2C(C(C)(C)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)O4)CC2)=CC3)CC1)[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O2)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
2274;2397;neohesperidin dihydrochalcone;O=C(CCc1cc(O)c(OC)cc1)c1c(O)cc(O[C@H]2[C@H](O[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1O;Sweet;SuperSweet;none;COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O;COc1c(O)cc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1;COc1c(O)cc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1
2275;2398;neomogroside;O([C@@H](C(O)(C)C)CC[C@@H](C)[C@@H]1[C@]2(C)[C@](C)([C@H]3[C@@](C)([C@H](O)C2)[C@H]2C(C(C)(C)[C@@H](O[C@H]4[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)[C@@H](O)[C@H](O)[C@@H](CO[C@H]5[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O5)O4)CC2)=CC3)CC1)[C@H]1[C@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O)[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)O1;Sweet;SuperSweet;none;C[C@H](CC[C@@H](O[C@@H]1O[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C;C[C@H](CC[C@@H](O[C@@H]1O[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
2276;2399;neotame;O=C(OC)[C@@H](NC(=O)[C@@H](NCCC(C)(C)C)CC(=O)O)Cc1ccccc1;Sweet;SuperSweet;none;COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C;COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C;COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C
2277;2401;pectin;O=C(O)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)O1;Sweet;SuperSweet;none;O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O;O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
2278;2404;perillartine_ver3;O/N=C\C1=CCC(C(=C)C)CC1;Sweet;SuperSweet;none;C=C(C)C1CC=C(/C=N\O)CC1;C=C(C)C1CC=C(/C=N\O)CC1;C=C(C)C1CC=C(/C=N\O)CC1
2279;2405;perillartine_ver4;O/N=C\C1=CC[C@@H](C(=C)C)CC1;Sweet;SuperSweet;none;C=C(C)[C@@H]1CC=C(/C=N\O)CC1;C=C(C)[C@@H]1CC=C(/C=N\O)CC1;C=C(C)[C@@H]1CC=C(/C=N\O)CC1
2280;2406;phyllodulcin;O(C)c1c(O)cc([C@@H]2OC(=O)c3c(O)cccc3C2)cc1;Sweet;SuperSweet;none;COc1ccc([C@H]2Cc3cccc(O)c3C(=O)O2)cc1O;COc1c(O)cc([C@H]2Cc3cccc(O)c3C(=O)O2)cc1;COc1c(O)cc([C@H]2Cc3cccc(O)c3C(=O)O2)cc1
2281;2407;polydextrose;O(C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)O1)C1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1OC(OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O;OC[C@H]1OC(OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
2282;2408;povidone;O=C1N(C=C)CCC1;Sweet;SuperSweet;none;C=CN1CCCC1=O;C=CN1CCCC1=O;C=CN1CCCC1=O
2283;2409;raffinose;O(C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@]2(CO)[C@@H](O)[C@H](O)[C@@H](CO)O2)O1)[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1;Sweet;SuperSweet;none;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
2284;2410;rebaudioside e;O=C(O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@]1(C)[C@@H]2[C@](C)([C@H]3[C@@]4(CC(=C)[C@@](O[C@H]5[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)[C@@H](O)[C@H](O)[C@@H](CO)O5)(C4)CC3)CC2)CCC1;Sweet;SuperSweet;none;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
